AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5
cat,Ragdoll,9.2,6.5,Previous kidney disease,Fever,Dullness,Relunctance to walk,Infected navels,Pains
Dog,Mixed Breed,10.6,40.0,Previous kidney disease,Diarrhea,Weakness,Weight loss,Weakness,Sneezing
Dog,Boxer,8.8,21.3,No previous conditions,Pain,Pain,Pain,Lethargy,Sneezing
Dog,Mixed Breed,15.0,12.6,Parasite history,Weakness,Jaundice,Diarrhea,Lethargy,Sneezing
cat,Ragdoll,14.0,6.1,Previous heart condition,Diarrhea,Lethargy,Feather Loss,Listless,Diarrhea
cat,Sphynx,13.1,3.8,Not vaccinated,Vomiting,Weight loss,Pain,Pain,Pain
Dog,German Shepherd,1.2,41.1,Previous kidney disease,Diarrhea,Anorexia,Pain,Fever,Pain
Dog,Labrador Retriever,5.9,32.2,Parasite history,Sneezing,Pain,Weakness,Fever,Pain
cat,Ragdoll,14.2,5.9,Allergies,Fever,Fever,Sneezing,Lethargy,Watery Eyes
cat,Mixed Breed,10.9,5.7,Previous heart condition,Changes in outer layer skin,Swelling of eye,loss of appetite,Lethargy,Respiratory infection
Dog,Yorkshire Terrier,15.0,8.7,Dental issues,Fever,Vomiting,Weight loss,Diarrhea,Lethargy
Dog,Beagle,5.7,27.1,Dental issues,Vomiting,Sneezing,Sneezing,Fever,Pain
Dog,Labrador Retriever,7.3,26.2,Chronic illness,Lethargy,Lethargy,Diarrhea,lying down,Vomiting
cat,Siamese,12.5,4.2,Chronic illness,Loss of eat,Difficulty in breathing,Swelling ,Lameness,Neurologic abnormalities
Dog,Yorkshire Terrier,2.1,7.4,Chronic illness,Fever,Distress,Trembling,Staggering,Convulsion
cat,Ragdoll,5.0,8.4,Dental issues,Red eye,Bloody Diarrhea,Ulcer on gum,Fever,Yellowish Discharge
cat,Sphynx,14.0,6.1,Parasite history,Vomiting,Sneezing,Weakness,Vomiting,Pain
Dog,Bulldog,2.0,24.7,Chronic illness,Legness,Paresis,Coughing,Weight loss,Shortness of breath
cat,Mixed Breed,10.0,5.3,Chronic illness,loss of appetite,Depression,Weight loss,Paralyzed leg,Anemia
cat,Ragdoll,9.0,5.3,Allergies,urination problem,listlessness,drooling,stumbling,wasting
cat,Siamese,13.0,3.5,Vaccinated,Sneezing,Sneezing,Sneezing,Diarrhea,Hind quarted soil
cat,Maine Coon,14.2,7.8,No previous conditions,Weakness,Kidney failure,Diarrhea,Coughing,Gagging
cat,Sphynx,13.4,3.5,Recent surgery,Weight loss,Coughing,Lethargy,Coughing,Diarrhea
cat,Mixed Breed,11.0,4.8,Previous kidney disease,Fever,Weight loss,Sneezing,Coughing,Weight loss
Dog,Poodle,2.6,4.0,Skin conditions history,Runny nose,Difficulty in breathing,Coughing,Weakness,Loss of appettite
cat,Siamese,10.5,4.3,Allergies,Signs in rams,Signs in ewe,Underdeveloped muscles,Semen Examination,Reduce Lamp marking
cat,Maine Coon,11.6,5.7,No previous conditions,Sneezing,Weight loss,Twitching,Skin color change,Sneezing
cat,Ragdoll,4.4,7.2,Recent surgery,Fever,Decreased appetite,Bloody,Diarrhea,Vomiting
Dog,Yorkshire Terrier,3.9,7.5,Not vaccinated,Weight loss,Weakness,Anorexia,Fever,Weakness
Dog,Beagle,8.7,15.5,Not vaccinated,Fever,Diffulty Swallowing,Excessive drooling,Staggering,Seizures
cat,Scottish Fold,5.4,2.9,Skin conditions history,Lethargy,difficulty diagnosis,Fever,Coughing,Weakness
cat,Siamese,4.6,4.1,Parasite history,wasting,stumbling,listlessness,drooling,urination problem
Dog,Bulldog,10.0,26.8,Previous heart condition,Fever,Coughing,Coughing,Pain,Lethargy
Dog,Poodle,15.1,7.5,No previous conditions,Loss of  appetite,Joint Pain,Lethargy,Fever,Coughing
Dog,Poodle,5.2,4.4,No previous conditions,Fever,Diarrhea,Sneezing,Pain,Coughing
Dog,German Shepherd,5.6,24.8,Recent surgery,Blood from mouth,Diarrhea,Coughing,Lethargy,Weight loss
Dog,Rottweiler,6.4,42.4,Chronic illness,Anorexia,Fever,Anorexia,Coughing,Fever
cat,Maine Coon,2.6,7.2,Chronic illness,Swelling,Loss of appetite,Wool loss,Tears,Death
Dog,Poodle,3.7,9.2,Not vaccinated,Pains,Malpresentation,Fetopelvic dispropotion,Uteria inertia,Death
cat,Siamese,11.9,6.3,No previous conditions,Barren ewes,Abortion,Poor conformation,Hairy Fleeces,Weight loss
Dog,Labrador Retriever,10.5,42.4,Allergies,Excess salivary,Fever,Sneezing,Sneezing,Weakness
Dog,Golden Retriever,8.5,28.5,Recent surgery,Vomiting,Pain,Sneezing,Eye disharge,Weight loss
Dog,Labrador Retriever,11.9,38.5,Previous kidney disease,Partial Paralysis,Staggering as drunk,Self Mutilation,Acting aggressive,Acting unnaturally tame
cat,Scottish Fold,11.3,5.5,Parasite history,Lethargy,Anorexia,Sheep often bites,Sneezing,Vomiting
Dog,Rottweiler,4.0,45.0,Dental issues,Weakness,Scratches,Swelling ,Vomiting,Vomiting
Dog,Labrador Retriever,11.4,36.4,Vaccinated,Sneezing,Anorexia,Weight loss,droopiness,Vomiting
cat,Siamese,18.0,6.0,Skin conditions history,Diarrhea,Sneezing,Weight loss,Coughing,Fever
cat,Siamese,18.0,3.9,Allergies,Weight loss,Sneezing,Diarrhea,Speech delay,Diarrhea
cat,Persian,1.6,5.1,Previous heart condition,Diarrhea,Severe swellimg,Heavy Breathing,Pain,Weight loss
cat,Persian,7.6,6.0,No previous conditions,Sneezing,Lethargy,Anorexia,Vomiting,Lethargy
Dog,Poodle,8.2,5.6,Vaccinated,Sneezing,weight loss,Anorexia,Coughing,Pain
Dog,Poodle,5.2,4.6,Recent surgery,Fever,swollen purple wattle,Lethargy,Enlarged lymph nodes,Diarrhea
Dog,Mixed Breed,2.3,29.5,Not vaccinated,Fetopelvic dispropotion,Uteria inertia,Despression,Death,Pains
cat,Persian,17.9,6.3,Parasite history,Sneezing,Lethargy,droopiness,Weight loss,Conjuctivtis
cat,Bengal,12.6,4.7,Vaccinated,Weakness,Sneezing,Fever,Distended stomach,Pain
Dog,Bulldog,15.0,16.5,Previous heart condition,Lethargy,Vomiting,Pain,Sneezing,Sneezing
cat,British Shorthair,7.5,4.7,Not vaccinated,lying down,sweating,reduced appetite,dry or tacky gums,dull ness
cat,Bengal,7.7,5.5,Vaccinated,Weakness,Vomiting,Fever,Sneezing,Swelling of internal organs
cat,Ragdoll,6.7,7.6,Dental issues,sudden death,high temperature,difficulty breating,Weight loss,trembling
Dog,German Shepherd,12.4,25.0,Previous heart condition,Coughing,Pain,White mark on the muscle,Diarrhea,Pain
Dog,Beagle,11.0,22.1,Chronic illness,Diarrhea,Diarrhea,Diarrhea,Weight loss,Weakness
cat,Sphynx,2.8,6.8,Previous kidney disease,Fever,Chills,Headache,Nausea,Pain
Dog,Labrador Retriever,11.6,40.2,Previous heart condition,Self Mutilation,Partial Paralysis,Staggering as drunk,Acting aggressive,Acting unnaturally tame
Dog,Golden Retriever,10.4,35.8,Chronic illness,Weight loss,Coughing,Diarrhea, pain and bloating,Weakness
Dog,Bulldog,6.6,27.9,Skin conditions history,Coughing,Sneezing,Bleeding wounds,Anorexia,Diarrhea
Dog,Rottweiler,0.5,29.3,Vaccinated,Diarrhea,Coughing,Anorexia,Sneezing,Weight loss
cat,Sphynx,12.3,4.9,Recent surgery,Anorexia,coughing ,Fever,Coughing,Coughing
cat,Ragdoll,8.6,6.8,Dental issues,Diarrhea,Weakness,Weakness,Anorexia,Vomiting
Dog,Labrador Retriever,7.1,25.6,Previous heart condition,Bluish white opacity,Aversion to light,Tear produce,Blindness,weakness
Dog,Rottweiler,7.4,24.4,Not vaccinated,Balance problem,Abdominal destention,Neck Paralysis,Weight loss,Pains
Dog,Boxer,15.0,30.0,Recent surgery,Weight loss,Anorexia,Diarrhea,Lethargy,Sneezing
Dog,Bulldog,13.2,16.2,Allergies,Animal gets uneasy,Allergic Reaction,Weakness,Weight loss,Coughing
cat,Scottish Fold,14.2,6.4,No previous conditions,Ulcerated skin,Occular discharge,Stomach  cramps,Diarrhea,Fever
Dog,Yorkshire Terrier,4.6,3.0,Previous heart condition,Pain,Red skin,Weight loss,Anorexia,high temperature
cat,Mixed Breed,10.3,6.1,Chronic illness,loss of appetite,Depression,Paralyzed leg,Weight loss,Anemia
Dog,Beagle,9.9,15.3,No previous conditions,Anorexia,Fever,Fever,Vomiting,Stumbling
cat,Scottish Fold,3.0,4.2,Previous heart condition,Pain,Loss of earing,Anorexia,Lethargy,Anorexia
cat,Bengal,14.2,5.6,Skin conditions history,Vomiting,Sneezing,Pain,Heat,Sneezing
Dog,Golden Retriever,0.5,32.9,Vaccinated,Anorexia,Weakness,Vomiting,Faeces are streake with blood,Vomiting
cat,British Shorthair,12.5,6.0,Recent surgery,Lethargy,Weight loss,Weakness,Sneezing,Extreme thirst
cat,Siamese,1.4,3.7,Skin conditions history,Skin irritation,Scartching,Lethargy,Hair loss,Excessive grooming
cat,Ragdoll,18.0,5.5,Parasite history,Coughing,Pale comb,Fever,Sneezing,Coughing
Dog,Poodle,0.9,3.6,Recent surgery,Weight loss,Weakness,Anorexia,Sneezing,Distended chest
cat,Bengal,3.5,3.9,Not vaccinated,Respiratory distress,Diarrhea,Death,Reduce milk ,Weight loss
Dog,Beagle,9.5,30.0,Recent surgery,Diarrhea,Diarrhea,Sneezing,Sneezing,Diarrhea
Dog,Labrador Retriever,9.9,37.8,Previous kidney disease,Anorexia,Weight loss,Fever,Weight loss,Diarrhea
cat,Sphynx,10.9,3.9,Chronic illness,Pain,Vomiting,Sneezing,Vomiting,Coughing
cat,Mixed Breed,4.3,6.1,Parasite history,Weight loss,Pain,Nasal Bleeding,Weight loss,Lethargy
cat,Ragdoll,5.6,5.4,No previous conditions,Fever,Diarrhea,Vomiting,Cramps,Dehydration
Dog,Rottweiler,10.7,33.7,Previous heart condition,Weight loss,Fever,Fever,Coughing,Pneumonia 
cat,Bengal,11.6,2.7,Recent surgery,Weakness,Lethargy,Weakness,Seizuers,Weakness
Dog,Labrador Retriever,8.8,44.7,Dental issues,Diarrhea,Sneezing,Discharge From eyes,Sneezing,Distinctive bumps
cat,Maine Coon,11.6,6.0,Dental issues,Weakness,Coughing,Sneezing,Half-closed eye,Weight loss
cat,Maine Coon,10.0,7.7,Previous kidney disease,Fever,Weakness,Foul Breath,Weakness,Weakness
cat,Scottish Fold,6.5,6.4,Chronic illness,Depression,Inability to stand ,Weakness,Stiffness,Pains to Walk
Dog,Boxer,15.0,15.0,No previous conditions,Weight loss,Teeth griding,Anorexia,Lethargy,Weakness
Dog,Bulldog,10.2,30.8,Allergies,cough ,gasping for air,Weight loss,gasping for breath,extending its neck
cat,Scottish Fold,18.0,5.9,Not vaccinated,Weakness,Lethargy,Weight loss,Pain,Coughing
Dog,Beagle,9.1,30.1,Allergies,Thick Crusting,Itchiness,Watery eye,Hair loss,Pain
Dog,Labrador Retriever,12.2,34.4,No previous conditions,Fever,Loss of  appetite,Coughing,Lameness,Swelling of joints
Dog,Boxer,7.9,29.7,Skin conditions history,Pain,Coughing,Lethargy,Fever,Diarrhea
Dog,Rottweiler,2.8,26.4,Not vaccinated,Weight loss,Lethargy,Diarrhea,Fever,Diarrhea
Dog,Yorkshire Terrier,12.5,7.4,Vaccinated,Weakness,Anorexia,Lethargy,Indigestion,Diarrhea
Dog,Mixed Breed,3.9,5.0,Allergies,Diarrhea,Lethargy,Diarrhea,Weakness,Pain
cat,Ragdoll,11.4,5.2,Skin conditions history,Foot Hot,Fever,Weakness,Anorexia,Pain
Dog,Golden Retriever,2.8,27.8,Parasite history,Anorexia,Weakness,Vomiting,Fever,Anorexia
cat,Ragdoll,5.8,6.7,Skin conditions history,Death,Pot belly,Fever,Loss of appettite,Diarrhea
cat,Siamese,15.8,4.9,Previous heart condition,Weight loss,Pain,Diarrhea,Lethargy,Weakness
cat,Scottish Fold,5.3,7.9,Not vaccinated,Fever,Diarrhea,Vomiting,Cramps,Dehydration
cat,Maine Coon,18.0,5.4,No previous conditions,Fever,Abortion,Kidney failure,Inflammation of eye,Eye redness
cat,Siamese,15.2,7.3,Allergies,Fever,Chills,Coughing,Progressive weakness,Joint Pain
Dog,Labrador Retriever,12.4,33.4,Allergies,Coughing,Weakness,Anorexia,Weakness,Sneezing
Dog,Rottweiler,7.2,23.8,Chronic illness,Bluish white opacity,Anversion to light,Pains,Tear production,Blindness
cat,Ragdoll,11.1,6.6,Previous heart condition,Pain,Anorexia,Vision Problem,Diarrhea,Vomitting
Dog,Mixed Breed,8.4,19.2,Allergies,Sneezing,outstretched neck,Diarrhea,Lethargy,Fleece become thin
Dog,Poodle,2.5,3.6,No previous conditions,Sheep often bites,Fleece become thin,Loss of wool,Death,Pains
cat,Sphynx,13.6,2.5,No previous conditions,outstretched neck,dull ness,inappetence,noisy breathing,coughing
cat,Persian,5.9,7.1,Allergies,Teeth griding,Watery faeces,Ruminal stasis,Apathy,Dehydration
Dog,German Shepherd,8.6,45.0,Chronic illness,Weight loss,Pain,Pain,Coughing,Sneezing
Dog,Golden Retriever,13.6,25.0,No previous conditions,Diarrhea,Sneezing,Weight loss,Red skin,Shock
Dog,Bulldog,1.8,26.4,Chronic illness,Legness,Paresis,Coughing,Weight loss,Shortness of breath
Dog,Poodle,3.7,4.4,No previous conditions,Coughing,Pain,Weakness,Sneezing,Sores on lower leg and teats
cat,Persian,17.4,8.0,Parasite history,Sneezing,Slow growth,Vomiting,Coughing,Anorexia
cat,Bengal,9.9,2.8,Previous kidney disease,Difficulty in breathing,swelling problem,bleeding from wounds,frequent yawning,anorexia
Dog,Yorkshire Terrier,11.0,8.5,Skin conditions history,Blood from mouth,Diarrhea,Coughing,Lethargy,Weight loss
Dog,Beagle,9.9,22.7,Previous heart condition,Diarrhea,Coughing,Anorexia,Congestion,weakened legs
cat,Bengal,1.8,2.5,Skin conditions history,Weakness,Weight loss,Coughing,Sneezing,Weakness
Dog,Labrador Retriever,14.9,39.6,Recent surgery,Sneezing,Weight loss,Sneezing,los of the ability to walk,Fever
Dog,Yorkshire Terrier,5.6,8.2,Recent surgery,Fever,Mild sneezing,Coughing,Nasal,Ocular discharge
Dog,German Shepherd,3.2,32.8,Recent surgery,Fever,Lethargy,Weakness,Sneezing,Lethargy
Dog,Labrador Retriever,13.1,29.4,Vaccinated,lameness,high body temperature,eye discharges,change their normal behaviour,nasal discharge
cat,Siamese,3.3,3.6,Dental issues,Anorexia,Difficult in walking,Diarrhea,Anorexia,Vomiting
cat,Siamese,8.5,5.2,No previous conditions,Lession on cat skin,Dandruff in cat coat,Red patches,Hair loss,Skin issue
Dog,Yorkshire Terrier,7.9,10.8,Previous heart condition,Enlarged Thymus,Obstructed Lungs,Skin rashes,Lethargy,Weight loss
cat,Sphynx,16.9,4.3,Skin conditions history,Extreme thirst,bloody discharge,Loss of appetite,inability to fly,loss of wariness
Dog,Rottweiler,6.7,35.6,Vaccinated,Lethargy,Lethargy,Coughing,Fever,Weakness
Dog,German Shepherd,9.5,41.4,Previous kidney disease,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression
Dog,Boxer,1.6,24.3,Previous heart condition,Fever,Difficulty breathing,Thrist and urination,Weight loss,Enlarged lymph nodes or Swelling
Dog,Golden Retriever,0.8,42.8,Skin conditions history,Sneezing,Bad breath,cough ,Bleeding from the nose,Pawing at the face or nose
Dog,Mixed Breed,7.6,14.4,Parasite history,Pain,Oedema,Lethargy,Pain,Diarrhea
Dog,German Shepherd,3.0,34.9,Previous kidney disease,Diarrhea,Lethargy,Pain,Lethargy,Lethargy
Dog,Golden Retriever,0.7,26.8,Previous kidney disease,high temperature,rapid pulse and heart rates,trembling,sudden death,Depression
cat,Siamese,3.4,2.9,No previous conditions,Chest Pain,Fever,Chest Pain,Retarded Growth,Chills
cat,Maine Coon,16.9,6.3,Previous heart condition,muscles problem,dull ness,changed gait,Pains,Pain
Dog,Mixed Breed,4.0,32.4,Not vaccinated,Anorexia,Milk getting out more thick,Nosebleed ,Vomiting,Sneezing
Dog,Boxer,1.0,17.7,Previous kidney disease,Partial Paralysis,Staggering as drunk,Self Mutilation,Acting aggressive,Acting unnaturally tame
Dog,Yorkshire Terrier,11.3,5.3,Skin conditions history,Pains,Death,Uteria inertia,Fetopelvic dispropotion,Malpresentation
Dog,Mixed Breed,6.7,20.6,Skin conditions history,Sneezing,undernutrition,difficulty diagnosis,Coughing,Sneezing
cat,Maine Coon,8.9,4.7,Skin conditions history,Tremors,Lying on the side,Difficulty in Swallowing,Death,Not eating
Dog,German Shepherd,6.4,35.8,Vaccinated,Vomiting,Hock joint,Change in gait,Weakness,Vomiting
Dog,Yorkshire Terrier,12.4,6.3,Previous heart condition,Coughing,Anorexia,Viability,Sneezing,Fever
Dog,German Shepherd,1.3,36.4,No previous conditions,frequent yawning,Vomiting,Fever,Nuerological,Weight loss
Dog,Poodle,10.2,4.0,Recent surgery,Weakness,Weakness,Coughing,Diarrhea,Coughing
Dog,Boxer,5.2,28.8,Previous kidney disease,Coughing,Sneezing,Difficulty breathing,loss in weight,Appetite
Dog,Labrador Retriever,13.7,41.5,Chronic illness,Restlessness,Weakness,Blue straws,Death,Pain
cat,Maine Coon,15.0,5.1,Vaccinated,loss of appetite,lathargy,abortion,gurgling sound,Depression
cat,Maine Coon,0.8,6.8,Dental issues,Coughing,Fever,weakness,Dyspnea,Anorexia
Dog,Labrador Retriever,10.2,30.5,No previous conditions,Vomiting,Anorexia,Vomiting,Vomiting,Weight loss
cat,Siamese,0.5,6.2,Allergies,Vomiting,Swelling of eyelid,Lethargy,Severe colic,Weakness
Dog,Rottweiler,9.8,27.7,Previous heart condition,Oedema,Weakness,Sneezing,Skin ulcer,Diarrhea
cat,Scottish Fold,14.7,5.6,Vaccinated,Swelling,Lameness,Hyperaestesia,Hock joint,Weight loss
cat,Persian,10.4,4.3,Dental issues,Sneezing,Epistaxis,Coughing,Difficulty in breathing,Nasal Discharge
cat,Bengal,7.3,2.5,No previous conditions,Vomiting,Weakness,Sneezing,Anorexia,Inability to stand 
Dog,Poodle,5.6,6.6,Previous kidney disease,Red skin,Red on affected area,Horny growth,Wart-like growth,Lesions on ear
Dog,Boxer,0.5,26.8,Recent surgery,Anorexia,Hemolytic anemia,Vomiting,Sneezing,Sneezing
Dog,Golden Retriever,2.1,41.9,Chronic illness,Pain,Vomiting,Weakness,Milk reduce,Fever
cat,British Shorthair,6.8,2.7,Dental issues,Changes in outer layer skin,Swelling of eye,loss of appetite,Lethargy,Respiratory infection
cat,Sphynx,9.4,6.3,Not vaccinated,Weakness,Coughing,Anorexia,Sneezing,Pain
cat,Persian,3.9,4.0,Skin conditions history,Berberi,Wasting,Nervous,Weight loss,Anorexia
cat,Ragdoll,6.5,5.9,Not vaccinated,weight loss,dull ness,recumbency,self-isolation,inappetence
cat,Maine Coon,5.8,5.5,Previous heart condition,coughing,noisy breathing,outstretched neck,inappetence,dull ness
Dog,Beagle,3.0,24.4,Skin conditions history,Lethargy,Lethargy,Pain,Pain,Weight loss
Dog,Rottweiler,5.6,45.0,Recent surgery,Fever,Poor coat condition,Infection of the skin,Weight loss,Fatique
cat,Siamese,14.4,7.2,Recent surgery,Fever,Chills,Coughing,Progressive weakness,Joint Pain
cat,Bengal,12.2,6.2,Skin conditions history,Fever,Ulcer,Scabs,Discharge from eye,Pains
Dog,Boxer,10.8,20.2,Parasite history,Most often none,Pain,Nasal Discharge,Dyspnea,Sneezing
cat,Siamese,9.3,5.2,Parasite history,Shaking head,Scartching ear,Black on ear,Bad smell,Red and inflammation ear
cat,Scottish Fold,1.6,4.3,Parasite history,Coughing,high body temperature,Diarrhea,Sneezing,Extreme thirst
cat,British Shorthair,2.3,3.0,Vaccinated,Shallow breathing,Vomiting,Carcass decomposes,Vomiting,Fever
cat,Maine Coon,7.8,7.2,Skin conditions history,Fever,Chills,Headache,Nausea,Pain
Dog,Bulldog,3.4,27.7,Not vaccinated,Poor Appetite,Fever,Pains,Swelling of face or leg,Depression
cat,Maine Coon,6.0,6.8,Not vaccinated,Coughing,anorexia,Weakness,Anorexia,Sneezing
cat,Sphynx,17.1,5.0,Chronic illness,Lameness,Loss of eat,Neurologic abnormalities,Swelling ,Difficulty in breathing
cat,Scottish Fold,0.5,3.6,Previous kidney disease,Anorexia,Diarrhea,Pain,Weight loss,Coughing
Dog,Rottweiler,9.7,26.5,Previous heart condition,Fever,Animal become lame,Prostrat,Painfull Swalling,Lameness
cat,Sphynx,8.1,6.7,Recent surgery,Anorexia,Anorexia,Pain,Lip,Sneezing
cat,Siamese,15.8,4.1,Previous heart condition,loss of appetite,Depression,Paralyzed leg,Weight loss,Anemia
cat,Scottish Fold,6.8,5.9,Allergies,Gas,Diarrhea,Abdominal discomfort,Vomiting,Nausea
cat,Ragdoll,7.7,6.6,Not vaccinated,Weight loss,Pain,Sneezing,inability to fly,Bloody in feather
cat,Persian,6.5,8.0,Skin conditions history,Weakness,Lying Down,Fever,Sneezing,lymphosarcoma
cat,Bengal,9.8,6.9,No previous conditions,Pain,Lethargy,Vomiting,Pain,Vomiting
cat,Mixed Breed,6.4,3.3,Parasite history,Vomiting,Scartches,Weight loss,Fever,Weakness
Dog,Mixed Breed,8.0,20.6,Chronic illness,Pain,Anorexia,Coughing,Sneezing,Lethargy
cat,Ragdoll,18.0,7.2,Chronic illness,Fever,Labored breathing,Pain,Anorexia,Fever
Dog,Beagle,1.5,16.8,Dental issues,Anorexia,Weight Loss,Tremor ,Coughing,Viability
Dog,Bulldog,9.0,30.0,Previous kidney disease,Diarrhea,Sneezing,Vomiting,Lethargy,Sneezing
Dog,Poodle,6.6,6.0,Previous kidney disease,Sneezing,Anorexia,Weakness,Diarrhea,Abnormalities
cat,Ragdoll,1.1,8.5,Vaccinated,Nasal Discharge,Weight loss,Coughing,Mortality,Painfull
Dog,Golden Retriever,9.8,32.6,Parasite history,Lethargy,Coughing,Pain,Anorexia,Diarrhea
Dog,Mixed Breed,13.2,19.2,Dental issues,Death,Fetopelvic dispropotion,Pains,Uteria inertia,Malpresentation
Dog,German Shepherd,7.7,30.6,Recent surgery,Abdominal pain,Diarrhea,Fever,Sneezing,Sneezing
cat,Persian,17.8,6.1,Dental issues,sweating,muscular spasms,thirst,Weight loss,difficulty moving and eating
cat,Siamese,1.6,6.6,Previous kidney disease,sweating,dry or tacky gums,reduced appetite,lying down,dull ness
Dog,Boxer,8.8,27.8,Allergies,Inflammation ,Urine infection,Discomfort,Kicking at the belly,Pains
cat,Persian,12.7,7.1,Not vaccinated,Weight loss,Fever,Paresis,Fever,Anorexia
Dog,Mixed Breed,1.2,10.5,Not vaccinated,change their normal behaviour,stop eating,stop drinking,diarrhea,Pains
Dog,Bulldog,6.7,30.0,Skin conditions history,Gas,Nuerological,Vomiting,Muscle weakness,Coughing
cat,Bengal,12.0,6.4,Vaccinated,Bubbles in the mouth,Wheezing,loss of appetite,Lethargy,Nasal Discharge
Dog,Rottweiler,5.4,27.8,Allergies,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains
cat,Bengal,6.2,4.7,No previous conditions,Sweat,Fever,Fatique,Chills,Head ache
Dog,Mixed Breed,1.5,15.5,Previous heart condition,Stiffness,Diarrhea,Sneezing,Fever,Severe weekness and depression
Dog,Rottweiler,2.9,25.8,Chronic illness,Diarrhea,Sneezing,Anorexia,lack of appetite,Diarrhea
cat,Persian,13.1,5.1,Recent surgery,Fever,Wasting,Dehydration,Deability,Weakness
cat,Siamese,3.7,2.9,No previous conditions,Chest Pain,Retarded Growth,Fever,Chills,Chest Pain
Dog,German Shepherd,5.6,34.2,Previous heart condition,Diarrhea,Weight loss,Coughing,Diarrhea,Vomiting
cat,Sphynx,10.2,6.6,Not vaccinated,Anorexia,Diffculty breathing,Weight loss,Bloody Urine,Vomiting
